stars,sentiment,review
5,positive,domestik favorite pesawat nyaman ruang kaki lebar meal harga jangkau
4,positive,domestik terjangkauwalapun fasilitas terbang sempurna delay
4,positive,grup bisnis layan on time schedule terbang pagi check in pagi tugas lambat menit akibat antri check in tugas counter maaf untung jadwal berangkat ontime
4,positive,rekomendasi bagasi meal ok seat harum bukti pelihara lancar sekian terbang jurus
5,positive,piihan utama pulang pergi surabaya jakarta nyaman fasilitas hibur tv games anakanak pergi jakarta landing halim salah nilai pilih
4,positive,terbang low budget indonesia layan batas sedia makan terbang jual makan ringan keripik kentang snack mineral soft drink dll kursi oke ruang kaki cm kaki muat kursi layan kru bagus layan anggar rendah terbang layan batas layan
5,positive,izin gitar barang bawa kerumit bintang paham nilai instrumen fakta bawa pengaruh tumpang
4,positive,besar kunjung bagus jalan bisnis senang murah bagasi tiket biaya rendah bagus
4,positive,tawar harga murah manajemen lambat bagus keluh tawar harga murah bagasi
4,positive,utama kualitas saing berat garuda segi fasilitas layan in flight entertainment lengkap sedia makan layan fa harga lumayan mahal kelas ekonomi banding kualitas
4,positive,murah bangkok pergi krabi menit bus malam tuhan rekomendasi beli tiket pergi krabi bus kabin ramah kursi bagus
4,positive,berita delay nyata minta tumpang banyaaakk banget simpul terbang ekonomis
4,positive,diskon besar ribu jalan sedia berangkat maghrib delaynya check in cepat
4,positive,pilih direct sub pku direct bagasi bayar rasa ubah lambat boarding lambat nunggu bagasi cepat layan kru sengsara duduk bandara tuju penuh muter muter langit bayar efficiency banding transit kalo sub pku direct flight
4,positive,beli tiket harga murah pilih lambat lambat terbang
4,positive,mes agen tur diethelm bangkok boarding jalan cepat mudah staf makan jalan lionpura ruang duduk kaki terbang pulang
4,positive,pilih harga jangkau pribadi berat terbang terbang singkat bandung yogyakarta sekitat menit tempuh asa hibur baca daerah bikin kantong bocor
4,positive,pilih terbang siang ujung pandang jayapura bantu nyaman majalah deret kursi adamakanan saji lumayan nasi kering panas tumpang tawar minum tambah teh kopi panas
4,positive,coba bandara yogyakarta international airport wates kulonprogo progres bangun
4,positive,coba rekomendasi teman kursi luas nyaman jalan pulang pergi sbyjktsby kursi luas nyaman tepat lebih on time sesuai boarding tiket
5,positive,coba mes bayar online mes promo terbang tunggal euro bayar indomaret lokal kwitansi checkin pikir lelucon bayar biaya tambah yah terbang layak
4,positive,ambil terbang bandara changi lionpura bandara soekarno hatta jakarta tunggu taksi benarbenar buruk malam taksi dapat keluh mogok taksi jakarta kenal macet parah mud keren manuver lintas macet suruh jemput terbang berangkat jalan bebas hambat beda bandara
4,positive,awal pagi terbang terbang balikpapan banjarmasin on time
4,positive,jasa transportasi airline oke kog malindo oke pesawat bersih on time entertaint oke laa lupa bawa ear phone dapet roti mineral
4,positive,coba tawar layan efisien delay layan efisien terbang lancar
4,positive,harap angkut anggar kejut sentuh tawar makan ringan bagasi checkin beda timbang terbang terbang berangkat interior kabin
4,positive,nikmat terbang jogja jakarta segi tepat terbang nyaman cuaca cerah torbulance ife fungsi landing smooth puas bang
4,positive,nikmat jalan jogja berangkat pagi on schedule cuaca cerah terbang smooth take off landing makan standart roti straberry mineral ml harga murah banding fasilitas banding rekomended
4,positive,terbang murah harap fasilitas alami layan penuh bagus bayar percaya dengar rekam jejak selamat pergi jakarta khawatir darat utuh aman celaka percaya outlier normal pramugari cantik nyonya rumah sempurna
4,positive,ibukota nikmat transit menu kabin snack makan berat overall muas kursi tepat hibur kabin fungsi
4,positive,bagus delay tiket pramugari cantik tampan senyum bantu ambil bagasi kabin
5,positive,senang terbang rangka tugas berangkat bal bandara samarinda apt pranoto delay pulang samarinda delay menit buruburu krisna the keranjang muter bandara ngurah rai saji filmfilm sukses tayang bioskop terbang menit snack teh panas tem jalan sekalihehehe pergi bal pakai
4,positive,terbang biaya rendah jalan senang nyaman pilih
5,positive,rasa hangat layan khas jalan tujuh pagi sore transit senang layan kabin bagus menu makan saji hibur dalam jalan singkat pas jalan nikmat layan ife saji makan tarik
4,positive,rasa kelas bisnis lumayan bagus sama plat merah kelas ekonomi nyaman spacenya nyaman layar tvnya alangkah makan panas kabin bersih kl salah kursi leather seat kain suka
4,positive,rasa sensasi terbang burung besi tiket sahabat terbang bandara soetta bandara minangkabaupadang terbang malam
4,positive,kenal terbang delay terbang berangkat sungguh baik service apresiasi
4,positive,group milik manajemen beda layan bagus imbang garuda harga jangkau pramugari ramah custom kebaya khas indonesia puas
4,positive,terbang biaya rendah rute sedia layar pribadi film program hibur dalam saji makan ringan gratis
4,positive,group group moga tepat terbang ikut delay
5,positive,jalan singat layan kelas bisnis muas check in prioritas lounge eksekutif layan antar tugas ruang tunggu ruang kaki kursi kelas bisnis nyaman lebar sayang makan muas terbang singkat
5,positive,milik terbang singkat interior bersih staf senang manfaat bal menit bagus staf darat bantu gadis nama nym bantu mesan menit pilih
4,positive,tumpang untung ngalamin nama delay layan buruk terbang domestik semarang jakarta jalan lancar duduk keras maklum kelas ekonomi puas
4,positive,terbang ambil pakai harga sahabat alas ramah budget fasilitas ekonomis layan pramugari ramah bantu andal harga selamat tumpang salut peduli tarif rakyat moga depan pelopor layan fasilitas super prima harga ekonomis
4,positive,lcc baik indonesia peduli tumpang bandara checkin menit jalan bisnis kantor gerbang bandara checkin terbang tutup checkin kantor diri bicara bawa kantor bantu checkin jaga duduk kantor bantu kerja terima kasih
4,positive,murah nyaman free makan minum lcd nonton contains game tv show music gak bau layan muas
4,positive,murah bayar us jalan bal lionpura transit jakarta embelembel bawa minum makan boeing er layak ruang kaki apaapa pramugari ramah terbang boeing nilai baik uang
4,positive,bandara layar berangkat terbang
4,positive,bagus bagus sih dibandingin udah bagus terbang gatau online tiket boardingpass terbang beda menit tp its ok for me sih takut buru tp overall bagus dalam bagus bersih nyaman flight attendant ramah nice
5,positive,surabaya jakarta delay menit layan pramugari is the best landing cengkerang gak is the best apa butuh bantu bagus
4,positive,nice tuju banjarmasin soekarno hatta berangkat berangkat moga next bagasi free sayang saran bagasi free bagasi free thanks
5,positive,nopember sempat armada grup pergi jalan lombok boeing jt jalan lambat menit jadwal untung acara bisnis rugi kabin bagasi koper ukur masuk kabin toilet
5,positive,nyaman baget ramah kantong layan baik awak makan delay suka sih hibur tv bersih oke
4,positive,on time flight terbang singa udara
4,positive,on time layan check in ramah cepat bagasi beli beli counter mahal bagasi beli online lebih bahas kilo kena charge denpasar tunggu bis jemput arrival terminal menit
4,positive,on time layan ramah snack harga jangkau cabin bersih take off landing lumayan smooth
4,positive,over all puas harga relatif jangkau pramugari banyak muda dapet snack multimedia operasi alas ganggu cuaca
5,positive,terbang suguh layan full service makan minum gratisifedan leg room lega
4,positive,tgl agustus terbang banjarmasin jt jadwal leberangkatan wib mundur terbang kaget alias biasa alami delay alami apresiasi harga crew tugas duduk pramugari tawar utk pindah bangku no baris mati hp sadar hp satu tinggal ruang tunggu perhati jeli pramugari barang tertinggalmungkin gelisah panik hp tinggal ruang tunggu sigap pramugari tugas ground handling tutup pintu tumpang hp tinggal ruang tunggu tugas ground handling nama mas haris sdh berangkat nomer hp utk simpan ecek hp saya ruang tunggu puji tuhan banjar hubung hp terima mas haris hp aman malam banjarmasin temu mas haris hp terima kondisi apa rencana uang apresiasi mas haris terima sedkit paksa ikhlas tanggung kerja salut pramugari peduli perhati kondisi tumpang sigap tulus mas haris tugas groun handling
4,positive,pagi on time sebentar udara tuju kendala jalan kemarin hibur multi media lancar nyaman
4,positive,layan lombok jakarta kondisi bersih tugas ramah bantu bawa anak
4,positive,layan muas terbang on time harga saing snack terbang leg room luas nyaman banding saudara
5,positive,layan on flight bagus banget ramah welcom banget pramugari mudah senyum cooperatif terminal airport sukarno hatta worth it lahmakanan seh lumayan not bad
4,positive,layan pramugari ramah bantu tepat isu utama tolerir lelah terbang transit pilih pergi harga jangkau
4,positive,layan prima fasilitas layar lcd kursi cat siap headset masingmasing makan minum pramugari ramah tanggap bersih
5,positive,layan ramah cepat proffesional awak kabin ramah bantu free bagasi is most important pancing lintas pulau snacks airbus entertainment duduk salah recomended airline biaya murah traveller
4,positive,layan bagus terbang hibur terbang terbang bantu hilang bosan
4,positive,layan delay sering rekomendasi terbang low cost carrier tiket murah makan sedia pesawat untung beli ngtidak
4,positive,layan cek in muas cepat boarding menit delay layan ramah bantu sayang pas kemarin tvnya ganggu
4,positive,layan lebih bagasi tugas counter lebih bagasi sila keluar masuk bagasi bayar mahal keren
4,positive,layan bagus alami lambat hati koper lupa embok antisipasi barang hilang
5,positive,layan tugas ramah senang dah pokok terbang lionairterutama beli tiket mudah ribetsiiiiiiiiiiip banget
5,positive,mesan online checkin online terbang nyaman terbang baikbaik proses mimpi gugup hubung terbang internal khawatir andai operator eropa efisien
4,positive,mesan online mudah checkin terbang datang don muang klaim bagasi jatah bagasi asia ruang kursi batas terbang domestik
4,positive,terbang sdh utk boarding murah bawa barang bayar
4,positive,terbang jalan airbus teknis baikbaik ruang staf ramah makan lezat
4,positive,terbang alhamdulillah reputasi kenal layan tangkas sesuai butuh proses darat keras guncang
4,positive,terbang lowcost carrier layan normal gantung jarak tuju bagasi time schedule
4,positive,terbang halim enak ruang tunggu musholla luas suara informasi terbang keras lumayan delay tv kursi ganggu nyaman terbang hilang titik api charge hp
4,positive,terbang delay akibat bandara halim latih militer batas wajar kondisi kursi lega hibur jalan snack mineral layan ramah
4,positive,terbang muas rute terbang halim perdanakusuma adi sutjipto krew kabin ramah
4,positive,terbang rutin berangkat jakarta singapore tempuh menit salah budget ontime bersih duduk sedia monitor acara film informasi snack mineral terbang jarak pendek pilih budget relatif murah baik budget fair airlines
4,positive,terbang jogja bandung wings group terbang bandung delay fasilitas ada terbang low cost bagus
5,positive,terbang cgk upg ontime berangkat fasilitas masingmasing bangku sedia avod hibur film musik main anakanak lupa bawa headset free makan terbang pagi nasi udukbihun goreng plus roti amdk puasa ganti buah roti halus landing take off jalan muas
4,positive,terbang jakarta tuju denpasar jt tepat libur lebaran jadwal berangkat terbang aman nyaman denpasar bal selamat
4,positive,terbang palembang surabaya delay layan bagus terbang
5,positive,terbang jurus cgkdtb senang jadwal ontime jalan senang makan banding si biru satu
4,positive,terbang alam terbang image jelek molor moga tepat tular grup
5,positive,terbang senang samping layan ramah media hibur makan enakrecommendedwalau jujur harga mahal worth it banget
4,positive,terbang beda terbang group ramah pramugari tepat fasilitas hibur
4,positive,terbang biaya murah delay apaapa erupsi gunung agung pilih seat belah pintu darurat
4,positive,terbang boeing er pklfu terbang jadwal berangkat reschedule boarding overall oke standar bagasi awak kabin ramah boleh foto foto total durasi menit sesuai harga checkin jalan tingkat bersih kabin baik reclining seat
4,positive,terbang manado jayapura transit sorong terbang normal layan makan harga tiket murah landing sorong jayapura nyaman banting smooth
4,positive,terbang nyaman kecuali kendala bandara bandara halim perdana kusuma jakarta vvip tni au latih terbang komersial kalah crew ramah sahabat salah pilih pergi sayang hibur jalan tv
4,positive,terbang dada pilih bagasi minum potong kue lumayan bikin hibur sayang monitor kursi fungsi entertainmentnya bagus tepat terbang top banget on time on schedule
5,positive,terbang id destinasi jakarta pekanbaru malam urus bisnis alhamdulillah akses web checkin mudah lancar dating boarding butuh tunggu alhamdulillah layan ground service
4,positive,terbang jalan lancar milik alam orangorang delay terbang beda usaha airasia garuda baik sistem harga beda jarak pendek kursi kak tuju upaya sayap udara tutup bidangruang
4,positive,terbang penuh harap bagusion
4,positive,terbang ganti terbang murah pes asia tarung kl kl bkk via melindo beda siang malam terbang tarung murah ceria ruang leg melindo mitra ruang kaki layak kursi nyaman makan potong pizza saji kotak kardus
5,positive,terbang tingkat layan dua muat bagasi bawa makan ringan kursi terbang sempurna
4,positive,terbang terbang perdana tiket li pergi pulang beda layan bagus senang muas layan check in pasuk terbang yah ramah sikap sopan alami beda terima kasih crew ramah layan moga terbang
5,positive,terbang terbang buruk terbang on time
5,positive,terbang murah bagasi pikir biaya tambah staf bagus
4,positive,terbang sesuai jadwal pramugari margiyantimargianti eja henti senyum peduli bantu rawat tamu sabar pramugari baik terbang
4,positive,terbang nyaman tepat takeoff landing bilang sesuai jadwal
4,positive,terbang semarang terbang pagi proses cek tuju terbang untung sayang bawa tas masuk bagasi konter cek in bagasi terbang sebentar jalan nikmat entertainment tv kursi tonton film makan roti botol mineral lumayan kenyang terima kasih jalan semarang lancar
5,positive,terbang bandara soetta koper jebol retsletingnya pakai untung barang hilang isi pakai dalam murah seringkali layan buruk
4,positive,terbang arah timur senang view indah terbang dps labu bako menit layan crew ramah cekat hadap tumpang agam terbang tenang guncang ringan senang terbang labu bajo
4,positive,terbang bal rangka libur keluarga labu bajo alami senang transit bal ganti pindah begasi labu bajo tunggu
4,positive,terbang semarang pergi pilih terbang grup service fasilitas nyaman jalan gak asa qt nonton denger musik tv layar sentuh sedia landing asa smooth tumpang ibuibu teriak landing landas bandara yani kendala pilot moga depan kapok
4,positive,terbang bisnis salah premium group layananya bagus penerbanganya nyaman ruang kaki luas hahhaaa terbang malam turbulensi landignya smooth
4,positive,terbang kelas ekonomi lionpura bangkok bandara internasional don mueang pilih tarif murah tiket jalan mesan menit checkin terminal bandara changi cepat terbang berangkat selamat bandara dmk milik jatah bagasi gratis tawar biskuit senang alam suka
4,positive,terbang kelas ekonomi murah cocok kantong golong tegah bawah layan ramah nyaman
4,positive,terbang klasik jalan yogyakarta padang terbang mulus mulus awak kabin muncul lorong nongkrong tirai adil layan arah selamat tidur milik kursi ruang kaki sempit industri butuh encang kaki kursi muat terbang murah bagasi jet modern buruk
4,positive,terbang lancartidak delayhanya proses boarding gerbang pintu tertatakarena antri rapi
4,positive,terbang surabaya sanya rute jakarta terbang airport juanda int terminal surabaya jarak tempuh an layan bagus pramugari responsif check in biasa
4,positive,terbang bandar aceh jakarta sincgk sempat alami negatif aneh terbang ulas salah kadangkadang terbang anggar hitandmiss tarif anggar kontrol biaya layan standar patok bayar jalan terbang empat kosong ganti kursi duduk bandara changi berangkat pilih kursi suka bayar dasar terbang jarak pendek tarif rendah puas
4,positive,terbang pagi tuju denpasar nyaman dingin udara kabin panas sekalitetapi pramugari ramah jalan bal on time
4,positive,terbang low cost milik terbang tawar pilih harga ramah murah pilih lumayan pilih rasa banyak complain delay compensasi layak plihan saing harga jadwal terbang perlu masyarakat service ok landing smooth
4,positive,terbang malam surabaya ontimepada kursi tumpang fulltetapi dingin udara kabin penastetapi pramugari ramah
4,positive,terbang malang jakarta pilih pagi sungguh tarik terbang cuaca cerah jadi nyaman sendiri bersih nyaman tambah sempurna jalan berangkat beli tiket siap telpon call center bantu pesan call center tiket tinggal ambil cs bandara
4,positive,terbang murah bagus lemah utama layan delay delay terbang kursi nyaman
4,positive,terbang murah layan ok duduk pria beli makan goog kapal
5,positive,terbang nam batal bandara pagi basabasi arah kantor layan langgan butuh bandara alami banjir tropis staf sopan rajin tumpang bawa terbang kacau terbang delay badai tibatiba staf milik tenang profesionalisme tanding luas terbang pramugari tingkat kursi nyaman selesai
4,positive,terbang nyaman bagasi snack terbang suasana ramai libur lebaran layan nyaman
4,positive,terbang malam take off udara landing lancar mulus tawar wifi gratis tumpang nikmat hibur terbang menit
4,positive,terbang pagi ibukota tunggu bandara dinihari cek lancar mudah layan bagasi bagus berangkat sesuai jadwal pilot awak kabin layan puas singa merah
4,positive,terbang pagi jt banjarmasin surabaya layan nyaman pandang eksotis terbit matahari bandara suara cerah tani awan indah jalan masya allah alhamdulillah selamat bandara juanda surabaya selamat nikmat jalan allah rabbul aziz aamiin
4,positive,terbang pagi relatif on time parkir bandara tunggu
4,positive,terbang pagi on time pindah delay ribet bagasi
4,positive,terbang sore harap delay akumulasi delay jadwal terbang checkin kacau bandara batam hasil pikul pikir drum rolls ta dum ta dum terbang umum delay operasi teknis harap delay umum bwahaha delay tebak ekor anjing milik hari
5,positive,terbang tanggal kesan take off darat hlp menit jadwal terimakasih kapten erti rindu rumah
5,positive,terbang tanggal des lombok senang harga jangkau budget layan terbang lombok nyaman ramah crew pilih terbang
4,positive,terbang biaya murah plus snack pesawat pakai banding saudara tambah biaya mendpatkan nyaman tepat terbang
4,positive,terbang pekan wib berangkat sayang loading bagasi tunggu menit sesuai
4,positive,terbang jauh tokyo ber kalikali take off landing transit ganti hehehehe so far so good in flight entertainmentnya idup
5,positive,terbang bagus makan minum bayar semuapenerbangan tumben on timedan smooth take off landing
4,positive,terbang alam terbang tingkat harga bayar puas dapat
4,positive,terbang sesuai jadwal terbang kondisi lepas landas darat sempurna tunggu datang bagasi makan
4,positive,terbang sekian servicenya kecewa kemarin alami delay faktor cuaca hujan angin tumpang jalan boarding room tugas info ricuh good job moga depan
4,positive,terbang asi servis bagus ramah on time pas terbang ife inflight entertainment nyala selurah bayar servis muas thank you
4,positive,terbang senang full hibur maskapi jgn lupa bawa earphone pinjam earphone jual terbang tumpang snack nasimiesejenisnya
4,positive,terbang naik jakarta palembangwaktunya ontime layan boardingnya lancar harga tiket sesuai layan low cost
4,positive,terbang jalan nyaman layan darat lembut senang
4,positive,terbang senang sempet delay kadang pramugari senyum segi duduk lumayan nyaman recomended guna kelas ekonomi kali jasa transportasi udara
5,positive,terbang nyaman pergi dinas alas servis muas jadwal terbang variasi jadwal tambah menu servis in flight
4,positive,terbang bagus take off terbang darat nikmat terbang delay terbang menit layan awak kabin bagus
4,positive,terbang kenal lambat terbang terbang layan ubah ambil bagasi bandara jog kejut menit tunggu tas ban jalan
4,positive,terbang nyaman transit terburuburu makan saji sedia kapas terbang ganggu telinga terbang sedia
5,positive,terbang singkat kru ramah senyum lebardan suka demonstrasi selamat hidup suka bicara andajika indonesia seragam pramugari cantik
4,positive,alam sungguh kesan bikin kesan pramugari fasilitas kabin makan minum terbang menit layan vodnya masingmasing kursi kurang sempurna banyak cukup ramah layan pramugari mana notabene bawa bayi kesan riang pramugari ajak main anak tau pramugari ramah ajak main anakanak bumn negeri tepis ramah pramugari maju sendiri pandang layan kabin awak kabin bravo
4,positive,alam senang turbo prop fyling soq bxb pandang takjub benua papua barat sisi garis pantai sisi alam senang sopan profesionalisme hadir terbang
4,positive,alam semarang surabaya balingbaling tulis wings delay kompensasi makan siang snack minum
4,positive,alam konter checkin mudah layan kabin ok khawatir ruang kaki ketat berat ratarata asia kursi benarbenar nyaman terbang jalan jalan nyaman milik ruang gerak kaki anakanak keluh duduk semangat baikbaik terbang arah
5,positive,alam bawa grup bal januari alas harga jangkau seat sesuai pilih biaya
5,positive,alam banding domestik premium harga murah layak coba beda saudara wings
4,positive,alam terbang senang schedule terbang sesuai jadwal layan ramah fasilitas nyaman bersih terbang murah murah
4,positive,alam muas rasa pagi terbang bandara pinggan balikpapan cepat jadwal tentu take off wita jakarta wib nyata soeta wib tugas bandara pinggan kru ramah rapi pakai sopan cabin bersih makan tawar variatif terbang saji nasi ayam pas lidah bosan pilih pas terbang surprise tawar pilih menu nasi goreng lontong sayur pilih nasi goreng sayang asin lidah teman saran tingkat perhati variasi menu cita tumpang benarbenar puas
5,positive,alam senang benarbenar terbang bersih rapi relatif nyaman satusatunya keluh saji makan minum terbang jarak pendek biar luncur
5,positive,tingkat manajemen lepas landas darat mulussungguhjuga terima tamu checkin tanggung ramah bantu bandara terburuburu trafic jump terima kasih percaya
4,positive,perfect terbang on time surabaya lanjut jalan batam kendala terus on time
4,positive,pergi aceh desember pergi aceh nomor terbang id jenis tumpang kelas ekonomi hak alokasi bagasi gratis bagasi kabin maksimum salah nyaman tumpang terbang ruang kaki luas inci  cm kursi kelas ekonomi ruang kaki inci  cm kelas bisnis hibur sedia konten film musik main akses tumpang layar lcd terbang jarak jakarta aceh sedia hidang khas indonesia nasi putih ayam goreng tempe tumis salad pilih minum kopi teh jus buah berangkat cengkareng lambat jalan cuaca cerah pasuk kawasan provinsi aceh cuaca tibatiba ubah awan tebal darat jarak pandang darat berputarputar menit boleh mendaratsehingga tumpang lega senang bandara tuju sultan iskandarmuda selamat
5,positive,jalal kupang jakarta sengaja pilih fasilitas inflight entertainment nyata pasuk kecewa fasilitas inflight entertainment usb tumpang pramugari fasilitas pasang pesawat terbang segi fasilitas oke layan ramah jarak kursi lumayan luas terbang jarak makan terbang lumayan pilih
5,positive,jalan mudah fasilitas unggul jamin nyaman saat pergi besama teman keluarga
4,positive,jalan jogjapadang wib lambat cuaca hujan
5,positive,jalan kupang jakarta manja hibur dlam makan minum pilih belanja katalog oleholeh
4,positive,jalan manokwari bandara soekarno hatta jakarta terbang non stop nyaman
4,positive,jalan rute palu makassar senang layan awak darat awak kabin ramah terbang rekomendasi salah pilih terbang jalan terbang
5,positive,jalan nyaman harga sesuai dompet harga tiket sahabat kenal delaynya langgan amuk pilih terbang
5,positive,jalan bagi terbang milik lebih bagasi kena biaya terbang duduk pintu darurat untung baca buruk alam
4,positive,jalan balikpapan cengkareng layan muas on time terbang makan darat mulus inflight entertainment
4,positive,jalan surbaya berangkat ontime nyaman take off landing soft minim bentur hentakan
5,positive,jalan senang darat mulus pramugari ramah bantu tumpang alami sulit
4,positive,jalan hibur film game nikmat makan sedia kenyang nikmat jalan sesuai harga bayar berangkat jadwal on time
4,positive,jalan sih bandung husein sastranegara bandara kertajati majalengka lokasi trip advisormohon update alam darat bandara kertajati majalengka sambut hujan badai darat aman
5,positive,jalan sdh dirunway snack mineral monitor kursi nonton videobaca artikel bawa headset
4,positive,jalan nyaman walupun tunggu bandara selebinya suka
5,positive,jalan nyaman layan pramugari murah senyum ramah pindah duduk makan saji
5,positive,perjalansn poso majasar daoaf tempuh menit asa layan darat ramahstaff airline friendlywalaupun kursi jalan singkat membantuterbaik
4,positive,bilang kenal skema frequent flyer layak ikut layan
4,positive,kena delay garis layan lumayan bagus harga murah banding rute
4,positive,trending topik delay pandai baik management ontime nyaman hebat list terbang jadwal milik wowsebuah bukti raja kuasa kelas ekonomi paket hemat terbang tanding hehesalut management ekonomi layan jujur butuh masyarakat saran dikit coba snack kece hehesemangat sayang
4,positive,kal coba terbang operasi group garuda pilih terbang harga jangkau durasi terbang singkat transit take off mulus landing takut flight
5,positive,coba negeri emang sih harga mahal worth it fasilitas kursi nyaman lumayan lega jarak kursi free snacks media tv nonton filmdengerin musik bosen jalan
4,positive,coba terbang muas fasilitas garuda nyaman duduk ruang kaki lebar
4,positive,bal jogja reschedule berangkat takut opini delay so far ontime banget sesuai jadwal alhamdulillah tuju selamat
4,positive,coba kelas bisnis service bagasi beda ekonomi bisnis awak ramah sibuk canda terbang kelas bisnis bosanlain enak ekonomi ramai situasi bosan
4,positive,nyaman ruang kaki lega awak kabin ramah kursi nyaman sayang inflight entertaiment lengkap value for money
5,positive,business class pertamatama sedia ruang tunggu lounge business class passengers lounge deretean sofa nyaman tunggu terbang tambah sedia koran nasional airline magazine business class passengers manja makan ringan sudut lounge tunggu tiba business class passengers panggil pasuk bekal boarding pass tumpang pasuk atur tulis daftar business class kursi sedia deret kursi kursi tumpang kursi nyaman lebar jarak kursi bantal tulis tambah nyaman tumpang terbang kursi lengkap tv meja tombol rebah sandar kursi recline buka sandar kaki legrest footrest extend bawah kursi kembang sandar pinggang lumbar tumpang pasuk pintu pesawat tutup handuk panas bagi bersih lanjut gelas juice bungkus kacang saji dahulu lepas landas meja buka tutup kain putih tulis airkemudian saji makan saji tulis memiliih nasi goreng bungkus telur cocok sarap terbang pagi selesai tumpas saji awak kabin tawar kopi teh juice mineral tulis pilih teh saji teh lengkap gula creamer terbang senang pandang indah danau toba sisi jendela kursi tulis tulis ambil foto danau indah sebu bandara tuju tugas ramah jemput depan pintu pandu gedung bandara esok hari tulis pilih business class check in dirprioritaskan kami senyum ramah awak kabin oleh tulis pasuk berangkat kemarin handuk hangat saji bersih gelas juice bungkus kacang saji menu utama tulis pilih nasi ayam kari lezat lengkap kue raisin kalah lezat minum tulis pilih juice mineral bar belah tumpang business class umur awak kabin sungguh perhati hentihentinya bantu tumpang buka meja saji makan posisi nyaman utk tumpang rebah sender kursi bangun dekat darat simpul senang terbang business class bravo
4,positive,ganti harga beda kelas makan pesawat hubung pergi rangka dinas kantor kecuali ganti
4,positive,kesan positif on time berfikir bagus nasional usia wellmengingat harga patok golong tengah atas rekomendasi tiba sempat coba good serve muncul relatif standar nasional garuda indonesia patut acung jempol tepat waswas ragu delay sirna bicara interior fasilitas kursi terkagumkagum hibur sedia kursi lebar nyaman tiaptiap kursi mini tv layar sentuh milik menu sangatsuper lengkap halhal sifat informatif hibur aneka kategori sesuai usia pastikita nggak alami bosan konsumsi sedia roti manis isi lemper ayam oh lupa bawa headset suara tv nikmat colok headset khawatirdisediakan usb port mengecharge hp gadget kesan
5,positive,nyaman senang terbang kelas garuda layan pramugari pramugara ramahdan snack jadwal on time delay
4,positive,harap terbang on time makan pilih hibur lebih ekspektasi
5,positive,fasilitas muas modern layan video isi hibur budaya berita dll lumayan tani jalan snack tarik pramugari sigap ramah
4,positive,terbang negeri pesawat bagus layan makan ringan mineral multi media bagus film baru asyik darat bandara klia
4,positive,terbang surabaya terbang kode id pagi gate terminal bandara soekarnohatta layan checkin jalan lancar antri gate terbang jalan lancar turbulensi bangku lebar jarak nyaman terbang id er airbus tuju surabaya
5,positive,terbang terminal bingung sub terminal juanda turun soetta banget lupa ambil koper bagasi lgsg lurus exit wkwk alhamdulillah pintu exit bantu tiket terbang flight snack sarap layar kursi tumpang manfaat film jalan
4,positive,kota besar kawasan indonesia timur terbang tara makassar tempuh puluh menit layan standar biaya rendah nyaman pilih kursi nomor jendela darurat ruang kaki nyaman lancar
4,positive,rasa nyaman terbang layan muas samping makan sedia heehheh on time
4,positive,terbang terbang layan tiket kabin ramah kurang ac dinyalakansuhunya turun boarding tumpang gerah lainlainnya ok
4,positive,terbang berat dengar teman nyaman getarantetapi terbang airhingga terbang milik konsep murah aman nyaman gambar tingkat puas
4,positive,pertamakali nikmat terbang jalan surabaya cengkareng rekomendasi karen nikmat fasilitas layar sentuh nonton film dar dengar musik sembari isi battery hp
5,positive,tarung layan terbang jalan mulus
4,positive,tengah juli ikut rapat bca jakarta pilih terbang senantiasa terbang fasilitas sedia konsumsi nang terbang layan ramah sopan pramugari tekan tombol panggil layan senyum sapa bravo tahan terbang
5,positive,delay jadwal take off delay untung ruang tunggu outdoor bantu rubah mood
4,positive,groups bagus jalur timur jalur barat buruk jogja bus lengkap layan bagus hospitality rekomendasi
4,positive,bersih pramugari helpful terbang murah tumpang kotak isi roti mineral sedia pilih tonton musik film game ruang kaki luas nikmat
4,positive,duduk luas hibur filmfilm musik dll bagus makan dar minum snack dar harga mahal banding makan minum kurang variasi
4,positive,on time layan kabin tumpang penuh bagasi bawa darat ngtidak nyaman
4,positive,pilot muda alam msh kecewa terbang jakarta tara sdh dpt boarding pass lengkap transit mnt balikpapan tumpang suruh turun terminal balikpapan banget sdh lari ruang tunggu berangkat eh sdh panggil kursi trus fungsi turun
4,positive,pesawat bagus layan ramah on time senang harga tiket jangkau
5,positive,pesawat bagus pramugari ramah bersih kursi tv inflight magazine entertainment makan halim perdanakusuma fasilitas garbarata bus jemput cepat
4,positive,pesawat bagus pramugari ramah bersih no entertainment meals lumayan oke berangkat halim perdana kusuma airport no garbarata facility overall recomended flight for safety
4,positive,pesawat barusehingga nyaman duduk kursi lebar dempet belah layan kru bandara oke
4,positive,pesawat hibur kasih snack nyaman milik bagus banding wings
4,positive,pesawat okee kursi lebar layan sraff check in pramugari bantu pulang pilot ucap terimakasih terima kasih
4,positive,terbang on time jadwal tuju jugaakan parkir landing tunggu turun
4,positive,pilih biaya rendah murah nyaman terbang taiwan terbang
4,positive,poin terbang low cost wajar primadoni mayoritas guna jasa transportasi udara efisiensi alas logis nyaman staf ramah sabar bantu tumpang simpan bagasi lemah delay pilih moga management baik management rapi primadona low costing primadona layan no delay more dilema
